[
County Code Residence,County Name,County Code Place of Work,County Name,Workers in Commuting Flow
72113,Ponce Municipio,72009,Aibonito Municipio,8
72113,Ponce Municipio,72099,Moca Municipio,8
72121,Sabana Grande Municipio,72035,Cayey Municipio,8
72125,San German Municipio,72139,Trujillo Alto Municipio,8
72127,San Juan Municipio,36081,Queens County,8
72127,San Juan Municipio,72027,Camuy Municipio,8
72127,San Juan Municipio,72065,Hatillo Municipio,8
72127,San Juan Municipio,72125,San German Municipio,8
72127,San Juan Municipio,72147,Vieques Municipio,8
72127,San Juan Municipio,72153,Yauco Municipio,8
72129,San Lorenzo Municipio,72043,Coamo Municipio,8
72141,Utuado Municipio,12095,Orange County,8
72153,Yauco Municipio,72023,Cabo Rojo Municipio,8
72153,Yauco Municipio,72117,Rincon Municipio,8
72011,Anasco Municipio,72083,Las Marias Municipio,7
72015,Arroyo Municipio,72125,San German Municipio,7
72021,Bayamon Municipio,72129,San Lorenzo Municipio,7
72025,Caguas Municipio,72073,Jayuya Municipio,7
72025,Caguas Municipio,72103,Naguabo Municipio,7
72025,Caguas Municipio,72149,Villalba Municipio,7
72031,Carolina Municipio,72121,Sabana Grande Municipio,7
72051,Dorado Municipio,72053,Fajardo Municipio,7
72053,Fajardo Municipio,72033,Catano Municipio,7
72067,Hormigueros Municipio,72055,Guanica Municipio,7
72067,Hormigueros Municipio,72131,San Sebastian Municipio,7
72081,Lares Municipio,72145,Vega Baja Municipio,7
72087,Loiza Municipio,72135,Toa Alta Municipio,7
72089,Luquillo Municipio,72033,Catano Municipio,7
72097,Mayaguez Municipio,72025,Caguas Municipio,7
72121,Sabana Grande Municipio,72083,Las Marias Municipio,7
72137,Toa Baja Municipio,48201,Harris County,7
72137,Toa Baja Municipio,72063,Gurabo Municipio,7
72137,Toa Baja Municipio,72077,Juncos Municipio,7
72145,Vega Baja Municipio,72001,Adjuntas Municipio,7
72153,Yauco Municipio,72031,Carolina Municipio,7
72001,Adjuntas Municipio,72025,Caguas Municipio,6
72049,Culebra Municipio,72053,Fajardo Municipio,6
72089,Luquillo Municipio,,,6
72127,San Juan Municipio,53033,King County,6
72139,Trujillo Alto Municipio,72085,Las Piedras Municipio,6
72153,Yauco Municipio,72025,Caguas Municipio,6
72153,Yauco Municipio,72133,Santa Isabel Municipio,6
72005,Aguadilla Municipio,72141,Utuado Municipio,5
72033,Catano Municipio,72063,Gurabo Municipio,5
72049,Culebra Municipio,72147,Vieques Municipio,5
72075,Juana Diaz Municipio,72091,Manati Municipio,5
72087,Loiza Municipio,72063,Gurabo Municipio,5
72127,San Juan Municipio,72023,Cabo Rojo Municipio,5
72127,San Juan Municipio,72107,Orocovis Municipio,5
72137,Toa Baja Municipio,72045,Comerio Municipio,5
72151,Yabucoa Municipio,72137,Toa Baja Municipio,5
72061,Guaynabo Municipio,72097,Mayaguez Municipio,4
72075,Juana Diaz Municipio,72041,Cidra Municipio,4
72075,Juana Diaz Municipio,72085,Las Piedras Municipio,4
72033,Catano Municipio,42079,Luzerne County,3
72107,Orocovis Municipio,72069,Humacao Municipio,3
72131,San Sebastian Municipio,72079,Lajas Municipio,3
72011,Anasco Municipio,72079,Lajas Municipio,2
72097,Mayaguez Municipio,72069,Humacao Municipio,2
72125,San German Municipio,72065,Hatillo Municipio,2
72125,San German Municipio,72069,Humacao Municipio,2
72003,Aguada Municipio,72021,Bayamon Municipio,1
72013,Arecibo Municipio,72069,Humacao Municipio,1
72019,Barranquitas Municipio,72097,Mayaguez Municipio,1
72037,Ceiba Municipio,72017,Barceloneta Municipio,1
72037,Ceiba Municipio,72075,Juana Diaz Municipio,1
72061,Guaynabo Municipio,72075,Juana Diaz Municipio,1
72069,Humacao Municipio,72079,Lajas Municipio,1
72075,Juana Diaz Municipio,72005,Aguadilla Municipio,1
72087,Loiza Municipio,72079,Lajas Municipio,1
72149,Villalba Municipio,72069,Humacao Municipio,1
]
